college,state_code,state_name,region,division,public_or_private,number_applications_received,number_applications_accepted,number_applications_not_accepted,percentage_applications_accepted,number_new_students_enrolled,percentage_new_students_from_top_10,percentage_new_students_from_top_25,number_ft_undergrad,number_pt_undergrad,in_state_tuition,out_of_state_tuition,room,board,additional_fees,estimated_book_costs,estimated_personal_spending,percentage_faculty_with_phd,student_faculty_ratio,graduation_rate
University of Texas at San Antonio,TX,Texas,South,West South Central,public,4217.0,3100.0,1117.0,73.51,1686.0,17.0,46.0,9375.0,5457.0,672.0,4104.0,5376.0,,768.0,452.0,1200.0,94.0,25.3,50.0
Texas A&M University at Galveston,TX,Texas,South,West South Central,public,529.0,481.0,48.0,90.93,243.0,22.0,47.0,1206.0,134.0,780.0,4860.0,1560.0,1562.0,320.0,600.0,650.0,103.0,17.4,43.0
Texas A&M Univ. at College Station,TX,Texas,South,West South Central,public,14474.0,10519.0,3955.0,72.68,6392.0,49.0,85.0,31643.0,2798.0,840.0,5130.0,1772.0,1640.0,751.0,600.0,2144.0,89.0,23.1,69.0
University of Houston - Downtown,TX,Texas,South,West South Central,public,1541.0,1541.0,0.0,100.0,1108.0,,,3357.0,4701.0,672.0,4104.0,,,328.0,500.0,2585.0,75.0,20.6,8.0
Ambassador University,TX,Texas,South,West South Central,private,397.0,244.0,153.0,61.46,223.0,32.0,61.0,1083.0,58.0,2700.0,2700.0,900.0,2000.0,250.0,500.0,1150.0,34.0,17.2,
Brigham Young University at Provo,UT,Utah,West,Mountain,private,7365.0,5402.0,1963.0,73.35,4615.0,48.0,82.0,27378.0,1253.0,2340.0,2340.0,2112.0,1468.0,,860.0,1220.0,76.0,20.5,33.0
University of Utah,UT,Utah,West,Mountain,public,5095.0,4491.0,604.0,88.15,2400.0,27.0,53.0,13894.0,8374.0,1954.0,6857.0,1550.0,2425.0,427.0,858.0,3093.0,89.0,12.8,37.0
Utah State University,UT,Utah,West,Mountain,public,4281.0,3825.0,456.0,89.35,2426.0,26.0,53.0,10657.0,4257.0,1650.0,5775.0,1335.0,1980.0,363.0,700.0,1460.0,83.0,18.7,
Southern Utah University,UT,Utah,West,Mountain,public,1685.0,1640.0,45.0,97.33,856.0,,,3684.0,678.0,1221.0,4362.0,,,378.0,756.0,1794.0,62.0,20.5,59.0
Weber State University,UT,Utah,West,Mountain,public,2632.0,2509.0,123.0,95.33,1750.0,,46.0,8609.0,5680.0,1377.0,5148.0,1335.0,1260.0,366.0,537.0,1752.0,66.0,23.9,38.0
Westminster College of Salt Lake City,UT,Utah,West,Mountain,private,917.0,720.0,197.0,78.52,213.0,21.0,60.0,979.0,743.0,8820.0,8820.0,1340.0,2710.0,60.0,600.0,2025.0,68.0,10.5,50.0
Averett College,VA,Virginia,South,South Atlantic,private,627.0,556.0,71.0,88.68,172.0,16.0,40.0,777.0,538.0,9925.0,9925.0,,,350.0,750.0,1350.0,59.0,22.4,48.0
Bluefield College,VA,Virginia,South,South Atlantic,private,377.0,358.0,19.0,94.96,181.0,15.0,30.0,653.0,129.0,7150.0,7150.0,2770.0,1580.0,,450.0,1500.0,61.0,17.8,53.0
Bridgewater College,VA,Virginia,South,South Atlantic,private,838.0,673.0,165.0,80.31,292.0,22.0,53.0,881.0,55.0,10265.0,10265.0,2215.0,2510.0,1000.0,560.0,875.0,68.0,13.2,82.0
College of William and Mary,VA,Virginia,South,South Atlantic,public,7117.0,3106.0,4011.0,43.64,1217.0,68.0,88.0,5186.0,134.0,2808.0,11720.0,2318.0,1980.0,1748.0,600.0,800.0,89.0,12.1,93.0
Christopher Newport University,VA,Virginia,South,South Atlantic,public,883.0,766.0,117.0,86.75,428.0,3.0,37.0,2910.0,1749.0,2332.0,7860.0,,,904.0,525.0,1889.0,80.0,21.2,48.0
Eastern Mennonite College,VA,Virginia,South,South Atlantic,private,486.0,440.0,46.0,90.53,227.0,19.0,48.0,903.0,59.0,9650.0,9650.0,1900.0,1900.0,,600.0,1300.0,46.0,11.4,82.0
Emory & Henry College,VA,Virginia,South,South Atlantic,private,765.0,646.0,119.0,84.44,226.0,30.0,60.0,809.0,32.0,8578.0,8578.0,1920.0,2488.0,622.0,700.0,1600.0,79.0,13.9,82.0
Ferrum College,VA,Virginia,South,South Atlantic,private,1339.0,1107.0,232.0,82.67,336.0,12.0,36.0,1051.0,82.0,9400.0,9400.0,4200.0,,,500.0,1600.0,53.0,12.5,22.0
Hampden - Sydney College,VA,Virginia,South,South Atlantic,private,817.0,644.0,173.0,78.82,307.0,20.0,40.0,945.0,1.0,13218.0,13218.0,1903.0,2870.0,415.0,660.0,600.0,95.0,13.3,69.0
Hampton University,VA,Virginia,South,South Atlantic,private,7178.0,3755.0,3423.0,52.31,1433.0,25.0,63.0,4623.0,740.0,7161.0,7161.0,1838.0,1680.0,603.0,600.0,2000.0,60.0,14.0,70.0
Hollins College,VA,Virginia,South,South Atlantic,private,602.0,498.0,104.0,82.72,215.0,26.0,58.0,795.0,74.0,13470.0,13470.0,3225.0,2290.0,234.0,500.0,850.0,78.0,11.1,72.0
Longwood College,VA,Virginia,South,South Atlantic,public,2747.0,1870.0,877.0,68.07,724.0,12.0,47.0,2874.0,118.0,2606.0,7920.0,,,1640.0,550.0,2200.0,74.0,18.4,62.0
Lynchburg College,VA,Virginia,South,South Atlantic,private,1756.0,1500.0,256.0,85.42,366.0,3.0,21.0,1524.0,280.0,12450.0,12450.0,2900.0,2500.0,100.0,450.0,870.0,62.0,12.4,70.0
James Madison University,VA,Virginia,South,South Atlantic,public,11223.0,5285.0,5938.0,47.09,2082.0,32.0,72.0,9652.0,742.0,3900.0,7994.0,,,,500.0,732.0,77.0,17.9,98.0
Mary Baldwin College,VA,Virginia,South,South Atlantic,private,499.0,441.0,58.0,88.38,199.0,26.0,52.0,846.0,377.0,11200.0,11200.0,7400.0,,,600.0,1300.0,66.0,6.8,90.0
Marymount University,VA,Virginia,South,South Atlantic,private,941.0,772.0,169.0,82.04,214.0,10.0,30.0,1247.0,776.0,11390.0,11390.0,,,,500.0,750.0,77.0,10.6,55.0
Old Dominion University,VA,Virginia,South,South Atlantic,public,4569.0,3110.0,1459.0,68.07,1251.0,18.0,39.0,8346.0,2501.0,3854.0,9464.0,,,74.0,600.0,,79.0,15.1,45.0
Radford University,VA,Virginia,South,South Atlantic,public,5702.0,4894.0,808.0,85.83,1742.0,15.0,37.0,8077.0,472.0,2924.0,6684.0,4110.0,,,500.0,900.0,73.0,19.6,62.0
Randolph-Macon College,VA,Virginia,South,South Atlantic,private,1771.0,1325.0,446.0,74.82,306.0,21.0,46.0,1071.0,27.0,13840.0,13840.0,1850.0,1885.0,325.0,400.0,900.0,77.0,10.7,74.0
Randolph-Macon Woman's College,VA,Virginia,South,South Atlantic,private,696.0,616.0,80.0,88.51,169.0,35.0,66.0,653.0,56.0,13970.0,13970.0,6110.0,,120.0,370.0,920.0,88.0,9.2,68.0
Virginia Commonwealth University,VA,Virginia,South,South Atlantic,public,4963.0,3497.0,1466.0,70.46,1567.0,18.0,45.0,10262.0,5065.0,3034.0,10217.0,1620.0,2562.0,880.0,500.0,3630.0,81.0,8.7,45.0
Roanoke College,VA,Virginia,South,South Atlantic,private,2227.0,1790.0,437.0,80.38,437.0,27.0,54.0,1460.0,239.0,13425.0,13425.0,,,,450.0,1200.0,85.0,13.0,72.0
Shenandoah University,VA,Virginia,South,South Atlantic,private,818.0,620.0,198.0,75.79,218.0,,,868.0,247.0,10700.0,10700.0,,,,450.0,1400.0,60.0,9.2,59.0
St. Paul's College,VA,Virginia,South,South Atlantic,private,651.0,581.0,70.0,89.25,243.0,8.0,17.0,617.0,34.0,5000.0,5000.0,3650.0,,515.0,600.0,600.0,45.0,14.0,45.0
Sweet Briar College,VA,Virginia,South,South Atlantic,private,462.0,402.0,60.0,87.01,146.0,36.0,68.0,527.0,41.0,14500.0,14500.0,6000.0,,125.0,500.0,600.0,91.0,6.5,61.0
University of Richmond,VA,Virginia,South,South Atlantic,private,5892.0,2718.0,3174.0,46.13,756.0,46.0,72.0,2854.0,594.0,14500.0,14500.0,1880.0,1405.0,,700.0,1125.0,75.0,11.7,100.0
Mary Washington College,VA,Virginia,South,South Atlantic,public,4350.0,2178.0,2172.0,50.07,756.0,39.0,78.0,2997.0,736.0,2026.0,6490.0,2712.0,2230.0,1180.0,650.0,2102.0,75.0,17.6,84.0
Clinch Valley Coll. of the Univ. of Virginia,VA,Virginia,South,South Atlantic,public,689.0,561.0,128.0,81.42,250.0,15.0,30.0,1125.0,422.0,3093.0,7168.0,1961.0,1728.0,,600.0,1900.0,67.0,18.1,46.0
George Mason University,VA,Virginia,South,South Atlantic,public,5653.0,4326.0,1327.0,76.53,1727.0,17.0,29.0,9528.0,3822.0,4044.0,10800.0,3150.0,1690.0,25.0,580.0,1050.0,93.0,19.3,46.0
Virginia Intermont College,VA,Virginia,South,South Atlantic,private,411.0,354.0,57.0,86.13,138.0,14.0,42.0,495.0,61.0,8170.0,8170.0,3980.0,,100.0,600.0,3000.0,32.0,12.3,48.0
Virginia Military Institute,VA,Virginia,South,South Atlantic,public,904.0,683.0,221.0,75.55,349.0,16.0,34.0,1191.0,,2980.0,9020.0,,,1420.0,600.0,1000.0,84.0,11.1,68.0
Virginia Tech,VA,Virginia,South,South Atlantic,public,15712.0,11719.0,3993.0,74.59,4277.0,29.0,53.0,18511.0,604.0,3926.0,10260.0,,,,740.0,2200.0,85.0,13.8,73.0
Virginia State University,VA,Virginia,South,South Atlantic,public,2996.0,2440.0,556.0,81.44,704.0,2.0,30.0,3006.0,338.0,1894.0,5587.0,2750.0,2095.0,1305.0,500.0,600.0,61.0,16.0,31.0
Norfolk State University,VA,Virginia,South,South Atlantic,public,4066.0,3891.0,175.0,95.7,1358.0,,,6640.0,972.0,2782.0,6276.0,2100.0,1500.0,35.0,350.0,2000.0,57.0,15.8,
Virginia Union University,VA,Virginia,South,South Atlantic,private,1847.0,1610.0,237.0,87.17,453.0,19.0,59.0,1298.0,67.0,7384.0,7384.0,,,458.0,500.0,1763.0,51.0,13.7,30.0
Virginia Wesleyan College,VA,Virginia,South,South Atlantic,private,1470.0,900.0,570.0,61.22,287.0,20.0,49.0,1130.0,417.0,10900.0,10900.0,2800.0,2300.0,150.0,500.0,550.0,70.0,15.7,68.0
Washington and Lee University,VA,Virginia,South,South Atlantic,private,3315.0,1096.0,2219.0,33.06,425.0,68.0,93.0,1584.0,3.0,13750.0,13750.0,2019.0,2600.0,355.0,680.0,1115.0,81.0,9.6,90.0
University of Virginia,VA,Virginia,South,South Atlantic,public,15849.0,5384.0,10465.0,33.97,2678.0,74.0,95.0,11278.0,114.0,3724.0,12212.0,1816.0,1976.0,756.0,500.0,1000.0,90.0,9.5,95.0
Liberty University,VA,Virginia,South,South Atlantic,private,2814.0,2810.0,4.0,99.86,769.0,,,3350.0,253.0,5700.0,5700.0,4380.0,,910.0,550.0,,55.0,17.9,
Christendom College,VA,Virginia,South,South Atlantic,private,81.0,72.0,9.0,88.89,51.0,33.0,71.0,139.0,3.0,8730.0,8730.0,,,150.0,400.0,800.0,92.0,9.3,58.0
Bennington College,VT,Vermont,Northeast,New England,private,519.0,327.0,192.0,63.01,114.0,25.0,53.0,457.0,2.0,21700.0,21700.0,2100.0,2000.0,,600.0,500.0,35.0,10.1,55.0
Castleton State College,VT,Vermont,Northeast,New England,public,1257.0,940.0,317.0,74.78,363.0,9.0,22.0,1547.0,294.0,3660.0,7656.0,2598.0,2092.0,570.0,400.0,700.0,89.0,14.7,79.0
College of St. Joseph,VT,Vermont,Northeast,New England,private,141.0,118.0,23.0,83.69,55.0,12.0,21.0,201.0,173.0,8300.0,8300.0,,,100.0,450.0,1300.0,53.0,9.5,76.0
Goddard College,VT,Vermont,Northeast,New England,private,96.0,87.0,9.0,90.62,49.0,,,257.0,,13936.0,13936.0,5104.0,,70.0,525.0,945.0,56.0,14.5,100.0
Green Mountain College,VT,Vermont,Northeast,New England,private,780.0,628.0,152.0,80.51,198.0,7.0,20.0,545.0,42.0,11750.0,11750.0,,,300.0,400.0,850.0,77.0,14.0,76.0
Johnson State College,VT,Vermont,Northeast,New England,public,833.0,669.0,164.0,80.31,279.0,3.0,13.0,1224.0,345.0,3312.0,7656.0,2598.0,2092.0,585.0,500.0,624.0,80.0,14.4,36.0
Lyndon State College,VT,Vermont,Northeast,New England,public,535.0,502.0,33.0,93.83,223.0,6.0,20.0,959.0,150.0,3168.0,7320.0,2092.0,2548.0,826.0,500.0,600.0,48.0,12.6,51.0
Marlboro College,VT,Vermont,Northeast,New England,private,268.0,187.0,81.0,69.78,63.0,,,260.0,11.0,18375.0,18375.0,,,380.0,300.0,300.0,56.0,7.5,61.0
Middlebury College,VT,Vermont,Northeast,New England,private,3456.0,1171.0,2285.0,33.88,451.0,64.0,89.0,2016.0,39.0,25750.0,25750.0,,,170.0,540.0,1000.0,87.0,10.5,97.0
Norwich University,VT,Vermont,Northeast,New England,private,1743.0,1625.0,118.0,93.23,626.0,8.0,29.0,1862.0,382.0,14134.0,14134.0,,5270.0,,500.0,800.0,71.0,13.1,63.0
Southern Vermont College,VT,Vermont,Northeast,New England,private,520.0,204.0,316.0,39.23,108.0,11.0,27.0,418.0,279.0,8940.0,8940.0,2324.0,2190.0,480.0,500.0,1150.0,28.0,13.4,57.0
Saint Michael's College,VT,Vermont,Northeast,New England,private,1910.0,1380.0,530.0,72.25,463.0,16.0,64.0,1715.0,106.0,13030.0,13030.0,2310.0,3550.0,135.0,500.0,750.0,79.0,14.5,84.0
Trinity College,VT,Vermont,Northeast,New England,private,222.0,185.0,37.0,83.33,91.0,16.0,41.0,484.0,541.0,11010.0,11010.0,3084.0,2124.0,260.0,550.0,500.0,58.0,10.4,78.0
University of Vermont,VT,Vermont,Northeast,New England,public,7663.0,6008.0,1655.0,78.4,1735.0,18.0,51.0,7353.0,1674.0,6210.0,15516.0,3148.0,1780.0,442.0,500.0,990.0,87.0,9.9,79.0
Central Washington University,WA,Washington,West,Pacific,public,2785.0,2011.0,774.0,72.21,1007.0,8.0,65.0,6507.0,898.0,2053.0,7242.0,3603.0,,75.0,654.0,1416.0,67.0,18.1,51.0
Eastern Washington University,WA,Washington,West,Pacific,public,2231.0,1908.0,323.0,85.52,767.0,,,6561.0,559.0,2256.0,7974.0,2220.0,1694.0,120.0,687.0,1437.0,69.0,17.0,47.0
Heritage College,WA,Washington,West,Pacific,private,97.0,62.0,35.0,63.92,21.0,,,286.0,227.0,5820.0,5820.0,,,20.0,672.0,2424.0,48.0,9.5,100.0
Gonzaga University,WA,Washington,West,Pacific,private,1886.0,1524.0,362.0,80.81,526.0,31.0,67.0,2523.0,296.0,13000.0,13000.0,4450.0,,100.0,600.0,2400.0,78.0,14.7,69.0
Pacific Lutheran University,WA,Washington,West,Pacific,private,1603.0,1392.0,211.0,86.84,504.0,31.0,68.0,2580.0,302.0,13312.0,13312.0,2240.0,2248.0,,600.0,1516.0,78.0,11.0,83.0
Seattle Pacific University,WA,Washington,West,Pacific,private,1183.0,1016.0,167.0,85.88,411.0,42.0,82.0,1922.0,704.0,12669.0,12669.0,,,85.0,600.0,1250.0,83.0,16.8,66.0
Seattle University,WA,Washington,West,Pacific,private,2115.0,1540.0,575.0,72.81,494.0,28.0,72.0,2993.0,347.0,12825.0,12825.0,1150.0,3225.0,100.0,500.0,1500.0,85.0,12.2,89.0
St. Martin's College,WA,Washington,West,Pacific,private,191.0,165.0,26.0,86.39,63.0,5.0,25.0,494.0,574.0,11550.0,11550.0,,,540.0,300.0,500.0,43.0,14.5,40.0
University of Puget Sound,WA,Washington,West,Pacific,private,4044.0,2826.0,1218.0,69.88,688.0,51.0,83.0,2738.0,138.0,16230.0,16230.0,4500.0,,140.0,630.0,1800.0,79.0,15.0,63.0
University of Washington,WA,Washington,West,Pacific,public,12749.0,7025.0,5724.0,55.1,3343.0,40.0,81.0,20356.0,4582.0,2907.0,8199.0,,,,708.0,2172.0,96.0,9.0,65.0
Walla Walla College,WA,Washington,West,Pacific,private,559.0,402.0,157.0,71.91,308.0,,,1522.0,151.0,10671.0,10671.0,1692.0,1725.0,276.0,705.0,1675.0,48.0,11.5,
Washington State University,WA,Washington,West,Pacific,public,6540.0,5839.0,701.0,89.28,2440.0,31.0,70.0,14445.0,1344.0,2907.0,8200.0,3910.0,,160.0,800.0,2719.0,84.0,16.9,56.0
Western Washington University,WA,Washington,West,Pacific,public,5548.0,3563.0,1985.0,64.22,1549.0,30.0,71.0,8909.0,506.0,2406.0,8124.0,,,,639.0,2385.0,83.0,22.7,61.0
Whitman College,WA,Washington,West,Pacific,private,1861.0,998.0,863.0,53.63,359.0,45.0,77.0,1220.0,46.0,16670.0,16670.0,2650.0,2250.0,155.0,750.0,800.0,80.0,10.5,72.0
Whitworth College,WA,Washington,West,Pacific,private,1121.0,926.0,195.0,82.6,372.0,43.0,70.0,1270.0,160.0,12660.0,12660.0,,,185.0,678.0,2424.0,80.0,16.9,80.0
Evergreen State College,WA,Washington,West,Pacific,public,1801.0,1101.0,700.0,61.13,438.0,14.0,50.0,3065.0,363.0,1785.0,6297.0,,,60.0,600.0,1323.0,75.0,18.1,68.0
Alverno College,WI,Wisconsin,Midwest,East North Central,private,494.0,313.0,181.0,63.36,157.0,23.0,46.0,1317.0,1235.0,8352.0,8352.0,,,90.0,650.0,2449.0,36.0,11.1,55.0
Beloit College,WI,Wisconsin,Midwest,East North Central,private,1320.0,923.0,397.0,69.92,284.0,26.0,54.0,1085.0,81.0,16304.0,16304.0,1748.0,1868.0,170.0,355.0,715.0,87.0,11.1,69.0
Carroll College,WI,Wisconsin,Midwest,East North Central,private,1160.0,991.0,169.0,85.43,352.0,19.0,55.0,1357.0,737.0,12200.0,12200.0,1990.0,1890.0,110.0,480.0,930.0,74.0,17.8,79.0
Carthage College,WI,Wisconsin,Midwest,East North Central,private,1616.0,1427.0,189.0,88.3,434.0,20.0,43.0,1405.0,580.0,13125.0,13125.0,,,,500.0,1300.0,74.0,15.9,62.0
Concordia University Wisconsin,WI,Wisconsin,Midwest,East North Central,private,845.0,690.0,155.0,81.66,323.0,,,1870.0,1720.0,9300.0,9300.0,3400.0,,60.0,600.0,1260.0,49.0,20.5,57.0
Lakeland College,WI,Wisconsin,Midwest,East North Central,private,497.0,452.0,45.0,90.95,231.0,24.0,47.0,887.0,1957.0,9400.0,9400.0,4005.0,,395.0,500.0,1000.0,49.0,17.2,57.0
Lawrence University,WI,Wisconsin,Midwest,East North Central,private,1243.0,947.0,296.0,76.19,324.0,50.0,77.0,1129.0,74.0,17163.0,17163.0,1812.0,2079.0,290.0,525.0,975.0,76.0,10.1,77.0
Marian College of Fond du Lac,WI,Wisconsin,Midwest,East North Central,private,824.0,670.0,154.0,81.31,337.0,15.0,41.0,1160.0,653.0,9400.0,9400.0,,,150.0,500.0,1100.0,37.0,8.4,59.0
Marquette University,WI,Wisconsin,Midwest,East North Central,private,5152.0,4600.0,552.0,89.29,1685.0,36.0,71.0,7016.0,804.0,11610.0,11610.0,,4760.0,150.0,600.0,1950.0,86.0,13.5,77.0
Milwaukee School of Engineering,WI,Wisconsin,Midwest,East North Central,private,1217.0,1088.0,129.0,89.4,496.0,36.0,69.0,1773.0,884.0,11505.0,11505.0,2055.0,1200.0,,1000.0,2075.0,35.0,16.7,67.0
Mount Mary College,WI,Wisconsin,Midwest,East North Central,private,235.0,217.0,18.0,92.34,121.0,12.0,32.0,931.0,487.0,8950.0,8950.0,,,,550.0,1125.0,51.0,10.7,78.0
Northland College,WI,Wisconsin,Midwest,East North Central,private,907.0,802.0,105.0,88.42,200.0,15.0,30.0,726.0,61.0,9570.0,9570.0,1560.0,2190.0,230.0,350.0,,58.0,15.9,52.0
Ripon College,WI,Wisconsin,Midwest,East North Central,private,587.0,501.0,86.0,85.35,211.0,28.0,52.0,735.0,28.0,15200.0,15200.0,1840.0,2260.0,190.0,350.0,650.0,87.0,9.4,64.0
St. Norbert College,WI,Wisconsin,Midwest,East North Central,private,1334.0,1243.0,91.0,93.18,568.0,30.0,56.0,1946.0,95.0,12140.0,12140.0,2355.0,2095.0,75.0,425.0,1100.0,74.0,15.1,88.0
University of Wisconsin at Madison,WI,Wisconsin,Midwest,East North Central,public,14901.0,10932.0,3969.0,73.36,4631.0,36.0,80.0,23945.0,2200.0,2737.0,9096.0,2050.0,2240.0,,535.0,1545.0,93.0,11.5,72.0
University of Wisconsin at Milwaukee,WI,Wisconsin,Midwest,East North Central,public,5244.0,3782.0,1462.0,72.12,1930.0,12.0,37.0,11561.0,7443.0,2771.0,8786.0,1964.0,1000.0,,570.0,1980.0,79.0,15.9,38.0
University of Wisconsin at Green Bay,WI,Wisconsin,Midwest,East North Central,public,2409.0,1939.0,470.0,80.49,759.0,17.0,50.0,3819.0,1347.0,2284.0,6900.0,1600.0,1200.0,,475.0,1200.0,81.0,22.2,46.0
Viterbo College,WI,Wisconsin,Midwest,East North Central,private,647.0,518.0,129.0,80.06,271.0,17.0,43.0,1014.0,387.0,9140.0,9140.0,1590.0,1815.0,70.0,500.0,2245.0,51.0,10.7,73.0
University of Wisconsin-Stout,WI,Wisconsin,Midwest,East North Central,public,2593.0,1966.0,627.0,75.82,1030.0,9.0,32.0,6038.0,579.0,1916.0,6704.0,1404.0,1188.0,400.0,376.0,1750.0,78.0,21.0,65.0
Univ. of Wisconsin at Eau Claire,WI,Wisconsin,Midwest,East North Central,public,5729.0,4520.0,1209.0,78.9,1957.0,20.0,52.0,8516.0,1264.0,2208.0,6996.0,1565.0,1140.0,1070.0,279.0,1260.0,80.0,19.3,61.0
Univ. of Wisconsin at La Crosse,WI,Wisconsin,Midwest,East North Central,public,4918.0,3965.0,953.0,80.62,1704.0,18.0,50.0,7306.0,707.0,2369.0,7157.0,,,,,1700.0,,21.3,54.0
Univ. of Wisconsin at Platteville,WI,Wisconsin,Midwest,East North Central,public,2733.0,2000.0,733.0,73.18,917.0,,,4381.0,437.0,1920.0,6400.0,1175.0,1340.0,420.0,300.0,1500.0,66.0,20.6,59.0
Univ. of Wisconsin at River Falls,WI,Wisconsin,Midwest,East North Central,public,,,,,,16.0,49.0,4342.0,478.0,2304.0,7092.0,1376.0,1124.0,,191.0,1357.0,69.0,18.1,46.0
Univ. of Wisconsin at Stevens Point,WI,Wisconsin,Midwest,East North Central,public,4191.0,3090.0,1101.0,73.73,1375.0,17.0,46.0,7198.0,998.0,2355.0,7142.0,1620.0,1338.0,,300.0,1230.0,,19.2,67.0
University of Wisconsin-Superior,WI,Wisconsin,Midwest,East North Central,public,910.0,910.0,0.0,100.0,342.0,14.0,53.0,1434.0,417.0,2050.0,7032.0,1408.0,1372.0,,550.0,1960.0,75.0,15.2,36.0
University of Wisconsin-Whitewater,WI,Wisconsin,Midwest,East North Central,public,4400.0,3719.0,681.0,84.52,1472.0,12.0,38.0,7804.0,1552.0,2300.0,6950.0,2500.0,,,300.0,1200.0,90.0,23.1,67.0
University of Wisconsin at Parkside,WI,Wisconsin,Midwest,East North Central,public,1705.0,1339.0,366.0,78.53,772.0,9.0,28.0,2999.0,1825.0,,,,,,,,87.0,18.4,28.0
Univ. of Wisconsin at OshKosh,WI,Wisconsin,Midwest,East North Central,public,4800.0,2900.0,1900.0,60.42,1515.0,14.0,48.0,7764.0,1472.0,2158.0,6874.0,1450.0,944.0,,518.0,1890.0,73.0,19.2,56.0
Wisconsin Lutheran College,WI,Wisconsin,Midwest,East North Central,private,152.0,128.0,24.0,84.21,75.0,17.0,41.0,282.0,22.0,9100.0,9100.0,1800.0,1900.0,90.0,500.0,1400.0,48.0,8.5,50.0
Alderson-Broaddus College,WV,West Virginia,South,South Atlantic,private,582.0,498.0,84.0,85.57,172.0,21.0,44.0,799.0,78.0,10468.0,10468.0,1574.0,1806.0,92.0,660.0,1800.0,40.0,11.5,52.0
Bethany College,WV,West Virginia,South,South Atlantic,private,664.0,515.0,149.0,77.56,210.0,12.0,44.0,712.0,10.0,15700.0,15700.0,,,300.0,400.0,1500.0,80.0,13.0,59.0
Bluefield State College,WV,West Virginia,South,South Atlantic,public,1046.0,832.0,214.0,79.54,518.0,15.0,57.0,1463.0,1150.0,1856.0,4498.0,,,,600.0,2026.0,24.0,16.3,42.0
Concord College,WV,West Virginia,South,South Atlantic,private,1497.0,1469.0,28.0,98.13,383.0,,,2028.0,773.0,2052.0,4426.0,1454.0,1782.0,,400.0,1874.0,55.0,19.2,49.0
Davis & Elkins College,WV,West Virginia,South,South Atlantic,private,629.0,501.0,128.0,79.65,183.0,10.0,26.0,754.0,187.0,9400.0,9400.0,2100.0,2350.0,130.0,400.0,,64.0,12.8,94.0
Fairmont State College,WV,West Virginia,South,South Atlantic,public,2485.0,1800.0,685.0,72.43,1800.0,10.0,25.0,4540.0,2073.0,1800.0,4238.0,1400.0,1640.0,100.0,600.0,,37.0,19.6,50.0
Glenville State College,WV,West Virginia,South,South Atlantic,public,1246.0,1246.0,0.0,100.0,553.0,8.0,22.0,1595.0,669.0,1782.0,4080.0,1488.0,1776.0,,600.0,2000.0,25.0,17.3,65.0
Marshall University,WV,West Virginia,South,South Atlantic,private,4226.0,3666.0,560.0,86.75,2007.0,14.0,60.0,7703.0,2339.0,1660.0,5094.0,2030.0,1980.0,330.0,700.0,1560.0,77.0,16.6,50.0
University of Charleston,WV,West Virginia,South,South Atlantic,private,682.0,535.0,147.0,78.45,204.0,22.0,43.0,771.0,611.0,9500.0,9500.0,,,150.0,400.0,750.0,26.0,2.5,57.0
Salem-Teikyo University,WV,West Virginia,South,South Atlantic,private,489.0,384.0,105.0,78.53,120.0,23.0,52.0,700.0,45.0,10575.0,10575.0,1600.0,2352.0,,400.0,620.0,46.0,13.0,98.0
Shepherd College,WV,West Virginia,South,South Atlantic,private,1405.0,1167.0,238.0,83.06,557.0,20.0,65.0,2452.0,1113.0,2064.0,4694.0,1990.0,1900.0,,700.0,1665.0,57.0,16.5,46.0
West Liberty State College,WV,West Virginia,South,South Atlantic,public,1164.0,1062.0,102.0,91.24,478.0,12.0,25.0,2138.0,227.0,1900.0,4470.0,,,,600.0,1210.0,33.0,16.3,60.0
West Virginia Institute of Technology,WV,West Virginia,South,South Atlantic,public,1594.0,1572.0,22.0,98.62,675.0,,,2432.0,616.0,3954.0,,1800.0,1952.0,,500.0,,,15.3,56.0
West Virginia State College,WV,West Virginia,South,South Atlantic,public,1869.0,,,,957.0,,,2817.0,1939.0,1988.0,4616.0,1500.0,1700.0,50.0,750.0,750.0,38.0,19.2,
West Virginia University,WV,West Virginia,South,South Atlantic,public,9630.0,7801.0,1829.0,81.01,2881.0,23.0,49.0,14524.0,1053.0,2128.0,6370.0,2284.0,2026.0,,,,83.0,13.4,57.0
